Source,Target,Weight,abs_weight,Lag,relationship_type,source_index,target_index,influences_target,influenced_by_target,strength_category
Temperature,iso_week,175.56334831914927,175.56334831914927,1,lagged_1,7,43,False,False,very_strong
dow_sin,Sunshine_lag1_x_Sales_causal,171.7465760509623,171.7465760509623,1,lagged_1,44,29,False,False,very_strong
month,Factory_Issue_lag1_x_Sales_causal,-164.81526415427928,164.81526415427928,1,lagged_1,40,33,False,False,very_strong
quarter,Sunshine_lag1_x_Sales_causal,-163.98418796183944,163.98418796183944,1,lagged_1,41,29,False,False,very_strong
Factory_Issue_x_Production_causal,Rainfall_lag1_x_Sales_causal,-163.55090382717134,163.55090382717134,1,lagged_1,13,27,False,False,very_strong
Factory_Issue,Delivery_lag1_x_Sales_causal,-157.61234797295188,157.61234797295188,1,lagged_1,2,26,False,False,very_strong
Rainfall_to_BDT_USD_ratio_causal,BDT_USD_lag1_x_Sales_causal,-154.05483248522523,154.05483248522523,1,lagged_1,25,30,False,False,very_strong
Rainfall,Temperature_to_Humidity_ratio_causal,-151.8447771847794,151.8447771847794,1,lagged_1,4,18,False,False,very_strong
Rainfall_lag1_x_BDT_USD_causal,BDT_USD_lag1_x_Sales_causal,149.08515172072785,149.08515172072785,1,lagged_1,36,30,False,False,very_strong
Temperature_x_Sunshine_causal,BDT_USD_lag1_x_Sales_causal,148.09344841369784,148.09344841369784,1,lagged_1,11,30,False,False,very_strong
Delivery,Temperature_x_Sunshine_causal,-144.9138743303822,144.9138743303822,1,lagged_1,3,11,False,False,very_strong
Humidity_lag1_x_Sunshine_causal,Sales_causal_weighted_sum,-143.33962380021734,143.33962380021734,0,contemporaneous,34,17,False,False,very_strong
Humidity,Humidity_to_Sunshine_ratio_causal,140.90417842262988,140.90417842262988,1,lagged_1,6,19,False,False,very_strong
Sunshine,dow_sin,-137.7395459663977,137.7395459663977,1,lagged_1,5,44,False,False,very_strong
Delivery,Rainfall_x_BDT_USD_causal,135.68718855703213,135.68718855703213,1,lagged_1,3,16,False,False,very_strong
Sunshine,dow_cos,-134.6535613258418,134.6535613258418,1,lagged_1,5,45,False,False,very_strong
Delivery,month_sin,132.74903887613803,132.74903887613803,1,lagged_1,3,46,False,False,very_strong
is_weekend,Sunshine_lag1_x_Sales_causal,-131.90102374281645,131.90102374281645,1,lagged_1,38,29,False,False,very_strong
Rainfall_to_BDT_USD_ratio_causal,Sales,130.9414530409717,130.9414530409717,1,lagged_1,25,0,True,False,very_strong
Production,Rainfall_to_Sunshine_ratio_causal,-128.9441180882353,128.9441180882353,1,lagged_1,1,24,False,False,very_strong
Rainfall,is_weekend,-122.75461612452195,122.75461612452195,1,lagged_1,4,38,False,False,very_strong
month_sin,Sunshine_lag1_x_Sales_causal,-122.56825928711247,122.56825928711247,1,lagged_1,46,29,False,False,very_strong
Humidity,BDT_USD,-122.24461258477183,122.24461258477183,1,lagged_1,6,8,False,False,very_strong
Humidity_x_Sunshine_causal,Sales,-118.37876851302504,118.37876851302504,1,lagged_1,10,0,True,False,very_strong
Delivery,month,-115.74171225897265,115.74171225897265,1,lagged_1,3,40,False,False,very_strong
Production,dow,114.80614592309729,114.80614592309729,1,lagged_1,1,37,False,False,very_strong
Delivery,Humidity_lag1_x_Sunshine_causal,-112.50711299339248,112.50711299339248,1,lagged_1,3,34,False,False,very_strong
Delivery,Delivery,111.30623873386898,111.30623873386898,1,lagged_1,3,3,False,False,very_strong
Delivery,Factory_Issue_x_Delivery_causal,-107.00430144037333,107.00430144037333,1,lagged_1,3,12,False,False,very_strong
dow_cos,BDT_USD_lag1_x_Sales_causal,-105.86665309222114,105.86665309222114,1,lagged_1,45,30,False,False,very_strong
Humidity,Temperature_to_Humidity_ratio_causal,103.25413459194316,103.25413459194316,1,lagged_1,6,18,False,False,very_strong
BDT_USD,dow_sin,102.87769931357016,102.87769931357016,1,lagged_1,8,44,False,False,very_strong
Delivery,Sunshine,102.54099719677082,102.54099719677082,1,lagged_1,3,5,False,False,very_strong
Rainfall_lag1_x_BDT_USD_causal,Sunshine_lag1_x_Sales_causal,-101.89518164495188,101.89518164495188,1,lagged_1,36,29,False,False,very_strong
BDT_USD,dow_cos,100.90384567253084,100.90384567253084,1,lagged_1,8,45,False,False,very_strong
month,Rainfall_lag1_x_Sales_causal,97.22553555597551,97.22553555597551,1,lagged_1,40,27,False,False,very_strong
Rainfall,Temperature_x_Sunshine_causal,-96.38418237002303,96.38418237002303,1,lagged_1,4,11,False,False,very_strong
month_cos,Sunshine_lag1_x_Sales_causal,96.00423926429754,96.00423926429754,1,lagged_1,47,29,False,False,very_strong
Sales_causal_weighted_sum,Delivery_lag1_x_Sales_causal,-95.72505484625026,95.72505484625026,1,lagged_1,17,26,False,False,very_strong
Temperature_x_Sunshine_causal,Rainfall_lag1_x_Sales_causal,94.83787716081872,94.83787716081872,1,lagged_1,11,27,False,False,very_strong
month_cos,Temperature_lag1_x_Sales_causal,94.23523654824903,94.23523654824903,1,lagged_1,47,31,False,False,very_strong
Temperature,dow_sin,-92.16014577399321,92.16014577399321,1,lagged_1,7,44,False,False,very_strong
Sunshine,Humidity_to_Sunshine_ratio_causal,91.86080071308297,91.86080071308297,1,lagged_1,5,19,False,False,very_strong
Delivery_x_Production_causal,Temperature_lag1_x_Sales_causal,-90.40237523317266,90.40237523317266,1,lagged_1,14,31,False,False,very_strong
Temperature,dow_cos,-89.96976750498493,89.96976750498493,1,lagged_1,7,45,False,False,very_strong
Rainfall,Rainfall_x_BDT_USD_causal,89.91521895438694,89.91521895438694,1,lagged_1,4,16,False,False,very_strong
Factory_Issue_x_Delivery_causal,Rainfall_lag1_x_Sales_causal,88.98411749936297,88.98411749936297,1,lagged_1,12,27,False,False,very_strong
Rainfall,month_sin,87.96540292665644,87.96540292665644,1,lagged_1,4,46,False,False,very_strong
Rainfall_to_BDT_USD_ratio_causal,Rainfall_lag1_x_Sales_causal,87.4063712484572,87.4063712484572,1,lagged_1,25,27,False,False,very_strong
Temperature_to_Humidity_ratio_causal,Sunshine_lag1_x_Sales_causal,86.51395593852442,86.51395593852442,1,lagged_1,18,29,False,False,very_strong
dow_sin,Temperature_lag1_x_Sales_causal,86.4746029027466,86.4746029027466,1,lagged_1,44,31,False,False,very_strong
Production,Sales_causal_weighted_sum,83.9919871809566,83.9919871809566,1,lagged_1,1,17,False,False,very_strong
Delivery,Production,82.88044069732413,82.88044069732413,1,lagged_1,3,1,False,False,very_strong
Humidity,is_weekend,82.86233374845916,82.86233374845916,1,lagged_1,6,38,False,False,very_strong
Delivery,Humidity_x_Sunshine_causal,82.1391355777984,82.1391355777984,1,lagged_1,3,10,False,False,very_strong
Delivery_x_Production_causal,BDT_USD_lag1_x_Sales_causal,-81.50314565570274,81.50314565570274,1,lagged_1,14,30,False,False,very_strong
Temperature_x_Humidity_causal,Production_lag1_x_Sales_causal,-81.2747037983254,81.2747037983254,1,lagged_1,9,32,False,False,very_strong
Sunshine,BDT_USD,-79.91325136297185,79.91325136297185,1,lagged_1,5,8,False,False,very_strong
Factory_Issue,Factory_Issue_to_Delivery_ratio_causal,78.54221377946077,78.54221377946077,1,lagged_1,2,21,False,False,very_strong
dow,BDT_USD_lag1_x_Sales_causal,-78.31125986956613,78.31125986956613,1,lagged_1,37,30,False,False,very_strong
Rainfall,month,-76.68400860078081,76.68400860078081,1,lagged_1,4,40,False,False,very_strong
Humidity_lag1_x_Sunshine_causal,BDT_USD_lag1_x_Sales_causal,-75.17830895774009,75.17830895774009,1,lagged_1,34,30,False,False,very_strong
Rainfall,Humidity_lag1_x_Sunshine_causal,-74.42134646543231,74.42134646543231,1,lagged_1,4,34,False,False,very_strong
Rainfall,Delivery,73.70477899968552,73.70477899968552,1,lagged_1,4,3,False,False,very_strong
Humidity_lag1_x_Sunshine_causal,Sunshine_lag1_x_Sales_causal,-71.89062789292063,71.89062789292063,1,lagged_1,34,29,False,False,very_strong
quarter,BDT_USD_lag1_x_Sales_causal,71.88051376807141,71.88051376807141,1,lagged_1,41,30,False,False,very_strong
Rainfall_x_Sunshine_causal,Sales_causal_weighted_sum,71.72678095030517,71.72678095030517,1,lagged_1,15,17,False,False,very_strong
Rainfall,Factory_Issue_x_Delivery_causal,-70.90470468289246,70.90470468289246,1,lagged_1,4,12,False,False,very_strong
Rainfall_lag1_x_BDT_USD_causal,Humidity_lag1_x_Sales_causal,69.24523670170223,69.24523670170223,1,lagged_1,36,28,False,False,very_strong
Rainfall_x_Sunshine_causal,BDT_USD_lag1_x_Sales_causal,-69.22603345691135,69.22603345691135,1,lagged_1,15,30,False,False,very_strong
BDT_USD,Humidity_to_Sunshine_ratio_causal,-68.22303339912892,68.22303339912892,1,lagged_1,8,19,False,False,very_strong
Rainfall,Sunshine,67.95461023389315,67.95461023389315,1,lagged_1,4,5,False,False,very_strong
Sunshine,Temperature_to_Humidity_ratio_causal,67.4444136934734,67.4444136934734,1,lagged_1,5,18,False,False,very_strong
Delivery,Humidity,-66.90126574251296,66.90126574251296,1,lagged_1,3,6,False,False,very_strong
Humidity,Temperature_x_Sunshine_causal,65.60793390165577,65.60793390165577,1,lagged_1,6,11,False,False,very_strong
dow,Sunshine_lag1_x_Sales_causal,61.99771003531051,61.99771003531051,1,lagged_1,37,29,False,False,very_strong
Rainfall_lag1_x_Sunshine_causal,Sales_causal_weighted_sum,-61.94556632067358,61.94556632067358,0,contemporaneous,35,17,False,False,very_strong
dow_cos,Humidity_lag1_x_Sales_causal,61.54557387689311,61.54557387689311,1,lagged_1,45,28,False,False,very_strong
Humidity,Rainfall_x_BDT_USD_causal,-61.43270946254064,61.43270946254064,1,lagged_1,6,16,False,False,very_strong
Temperature,Humidity_to_Sunshine_ratio_causal,61.135261507563776,61.135261507563776,1,lagged_1,7,19,False,False,very_strong
month_sin,Sales_causal_weighted_sum,60.41850228941404,60.41850228941404,1,lagged_1,46,17,False,False,very_strong
Delivery,Rainfall_to_BDT_USD_ratio_causal,60.36526779744043,60.36526779744043,1,lagged_1,3,25,False,False,very_strong
BDT_USD,BDT_USD,60.138062720973664,60.138062720973664,1,lagged_1,8,8,False,False,very_strong
month_sin,Sales_causal_weighted_sum,-60.12582727537864,60.12582727537864,0,contemporaneous,46,17,False,False,very_strong
Humidity,month_sin,-60.11054129565093,60.11054129565093,1,lagged_1,6,46,False,False,very_strong
Humidity_x_Sunshine_causal,Sales_causal_weighted_sum,-60.02233772186937,60.02233772186937,1,lagged_1,10,17,False,False,very_strong
Rainfall_lag1_x_Sunshine_causal,Factory_Issue_to_Production_ratio_causal,59.61767582320408,59.61767582320408,1,lagged_1,35,22,False,False,very_strong
Temperature_to_Humidity_ratio_causal,Humidity_lag1_x_Sales_causal,-59.43639017527511,59.43639017527511,1,lagged_1,18,28,False,False,very_strong
Delivery,month_cos,-58.61001745553183,58.61001745553183,1,lagged_1,3,47,False,False,very_strong
Rainfall_x_Sunshine_causal,Factory_Issue_to_Production_ratio_causal,-57.15752469861593,57.15752469861593,1,lagged_1,15,22,False,False,very_strong
Delivery_x_Production_causal,Factory_Issue_to_Production_ratio_causal,-56.57251948870866,56.57251948870866,1,lagged_1,14,22,False,False,very_strong
Delivery,Factory_Issue_x_Production_causal,56.080523443403834,56.080523443403834,1,lagged_1,3,13,False,False,very_strong
Delivery,Temperature_x_Humidity_causal,56.034783448269586,56.034783448269586,1,lagged_1,3,9,False,False,very_strong
Rainfall,Production,54.92221403473153,54.92221403473153,1,lagged_1,4,1,False,False,very_strong
dow_sin,Humidity_lag1_x_Sales_causal,54.45794757762507,54.45794757762507,1,lagged_1,44,28,False,False,very_strong
Rainfall,Humidity_x_Sunshine_causal,54.35176906433059,54.35176906433059,1,lagged_1,4,10,False,False,very_strong
Sunshine,is_weekend,54.03847267233475,54.03847267233475,1,lagged_1,5,38,False,False,very_strong
Rainfall_x_BDT_USD_causal,Production_lag1_x_Sales_causal,-53.591657177204446,53.591657177204446,1,lagged_1,16,32,False,False,very_strong
Production,doy,53.53865872565308,53.53865872565308,1,lagged_1,1,42,False,False,very_strong
is_weekend,Temperature_lag1_x_Sales_causal,53.48384293711619,53.48384293711619,1,lagged_1,38,31,False,False,very_strong
Humidity_x_Sunshine_causal,Rainfall_lag1_x_Sales_causal,-53.254918051177256,53.254918051177256,1,lagged_1,10,27,False,False,very_strong
Temperature,BDT_USD,-53.057938098672324,53.057938098672324,1,lagged_1,7,8,False,False,very_strong
Rainfall_lag1_x_BDT_USD_causal,Production_lag1_x_Sales_causal,52.804052201174386,52.804052201174386,1,lagged_1,36,32,False,False,very_strong
quarter,Temperature_lag1_x_Sales_causal,-52.77884285393897,52.77884285393897,1,lagged_1,41,31,False,False,very_strong
Humidity,month,52.405849075761104,52.405849075761104,1,lagged_1,6,40,False,False,very_strong
Humidity,Humidity_lag1_x_Sunshine_causal,50.94476039187399,50.94476039187399,1,lagged_1,6,34,False,False,very_strong
Humidity,Delivery,-50.37265637678056,50.37265637678056,1,lagged_1,6,3,False,False,very_strong
Production,Sales_causal_weighted_sum,50.07481994475584,50.07481994475584,0,contemporaneous,1,17,False,False,very_strong
BDT_USD,Temperature_to_Humidity_ratio_causal,-50.019667320658414,50.019667320658414,1,lagged_1,8,18,False,False,very_strong
Rainfall_to_BDT_USD_ratio_causal,Factory_Issue_lag1_x_Sales_causal,-49.96402915138747,49.96402915138747,1,lagged_1,25,33,False,False,very_strong
Temperature_x_Sunshine_causal,Factory_Issue_lag1_x_Sales_causal,-48.51802947376124,48.51802947376124,1,lagged_1,11,33,False,False,very_strong
Humidity,Factory_Issue_x_Delivery_causal,48.47737803550427,48.47737803550427,1,lagged_1,6,12,False,False,very_strong
Humidity,Sunshine,-46.43437557740595,46.43437557740595,1,lagged_1,6,5,False,False,very_strong
Temperature,Temperature_to_Humidity_ratio_causal,44.886003438278145,44.886003438278145,1,lagged_1,7,18,False,False,very_strong
Delivery_x_Production_causal,Rainfall_lag1_x_Sales_causal,44.35039360288927,44.35039360288927,1,lagged_1,14,27,False,False,very_strong
Rainfall,Humidity,-43.830660997874936,43.830660997874936,1,lagged_1,4,6,False,False,very_strong
Factory_Issue_x_Delivery_causal,Factory_Issue_to_Production_ratio_causal,42.86878043163559,42.86878043163559,1,lagged_1,12,22,False,False,very_strong
Sunshine,Temperature_x_Sunshine_causal,42.83292994386461,42.83292994386461,1,lagged_1,5,11,False,False,very_strong
Temperature_x_Sunshine_causal,Production_lag1_x_Sales_causal,-42.523753469411936,42.523753469411936,1,lagged_1,11,32,False,False,very_strong
Delivery,Rainfall,-41.29473967468505,41.29473967468505,1,lagged_1,3,4,False,False,very_strong
Sunshine,Rainfall_x_BDT_USD_causal,-40.105670877312825,40.105670877312825,1,lagged_1,5,16,False,False,very_strong
BDT_USD,is_weekend,-40.10089195956708,40.10089195956708,1,lagged_1,8,38,False,False,very_strong
doy,Sales,-39.92703910879076,39.92703910879076,1,lagged_1,42,0,True,False,very_strong
Delivery,Rainfall_x_Sunshine_causal,39.60240147927805,39.60240147927805,1,lagged_1,3,15,False,False,very_strong
Sunshine,month_sin,-39.24272047940124,39.24272047940124,1,lagged_1,5,46,False,False,very_strong
Rainfall_x_Sunshine_causal,Production_lag1_x_Sales_causal,39.03557818025771,39.03557818025771,1,lagged_1,15,32,False,False,very_strong
Delivery,dom,-38.87533408193047,38.87533408193047,1,lagged_1,3,39,False,False,very_strong
Rainfall,month_cos,-38.839416344331845,38.839416344331845,1,lagged_1,4,47,False,False,very_strong
Humidity_lag1_x_Sunshine_causal,Delivery_lag1_x_Sales_causal,38.79169977963347,38.79169977963347,1,lagged_1,34,26,False,False,very_strong
dom,Sales,38.66196625206374,38.66196625206374,1,lagged_1,39,0,True,False,very_strong
Rainfall,Rainfall_to_BDT_USD_ratio_causal,38.59370443354444,38.59370443354444,1,lagged_1,4,25,False,False,very_strong
Humidity,Production,-37.52808922539522,37.52808922539522,1,lagged_1,6,1,False,False,very_strong
Humidity,Humidity_x_Sunshine_causal,-37.191690296237034,37.191690296237034,1,lagged_1,6,10,False,False,very_strong
Rainfall,Factory_Issue_x_Production_causal,37.16419980012991,37.16419980012991,1,lagged_1,4,13,False,False,very_strong
Rainfall,Temperature_x_Humidity_causal,37.12473360829257,37.12473360829257,1,lagged_1,4,9,False,False,very_strong
month_sin,BDT_USD_lag1_x_Sales_causal,36.49700357679492,36.49700357679492,1,lagged_1,46,30,False,False,very_strong
Temperature,is_weekend,35.974507671607356,35.974507671607356,1,lagged_1,7,38,False,False,very_strong
dow_sin,BDT_USD_lag1_x_Sales_causal,35.763659923541006,35.763659923541006,1,lagged_1,44,30,False,False,very_strong
Sunshine,month,34.21281676536661,34.21281676536661,1,lagged_1,5,40,False,False,very_strong
is_weekend,Humidity_lag1_x_Sales_causal,-34.142100008366164,34.142100008366164,1,lagged_1,38,28,False,False,very_strong
month_cos,Rainfall_lag1_x_Sales_causal,-33.98295803798828,33.98295803798828,1,lagged_1,47,27,False,False,very_strong
Rainfall_lag1_x_BDT_USD_causal,Sales_causal_weighted_sum,-33.68159450004244,33.68159450004244,0,contemporaneous,36,17,False,False,very_strong
dow_cos,Temperature_lag1_x_Sales_causal,33.012683012139725,33.012683012139725,1,lagged_1,45,31,False,False,very_strong
Factory_Issue,Delivery_to_Production_ratio_causal,32.96648030442242,32.96648030442242,1,lagged_1,2,23,False,False,very_strong
Sunshine,Delivery,-32.88982943160056,32.88982943160056,1,lagged_1,5,3,False,False,very_strong
Sunshine,Humidity_lag1_x_Sunshine_causal,32.6736614779945,32.6736614779945,1,lagged_1,5,34,False,False,very_strong
BDT_USD,Temperature_x_Sunshine_causal,-31.785716928178346,31.785716928178346,1,lagged_1,8,11,False,False,very_strong
Sunshine,Factory_Issue_x_Delivery_causal,31.619452368068806,31.619452368068806,1,lagged_1,5,12,False,False,very_strong
month,Temperature_lag1_x_Sales_causal,-31.471439274642254,31.471439274642254,1,lagged_1,40,31,False,False,very_strong
Rainfall_lag1_x_BDT_USD_causal,Rainfall_lag1_x_Sales_causal,31.456541235442273,31.456541235442273,1,lagged_1,36,27,False,False,very_strong
Humidity,Humidity,31.287028231621473,31.287028231621473,1,lagged_1,6,6,False,False,very_strong
month,dom,-30.50479397130476,30.50479397130476,0,contemporaneous,40,39,False,False,very_strong
month,dom,30.496356940645775,30.496356940645775,1,lagged_1,40,39,False,False,very_strong
quarter,Humidity_lag1_x_Sales_causal,30.158441819331575,30.158441819331575,1,lagged_1,41,28,False,False,very_strong
Rainfall_x_BDT_USD_causal,Delivery_lag1_x_Sales_causal,-29.83037759935563,29.83037759935563,1,lagged_1,16,26,False,False,very_strong
BDT_USD,Rainfall_x_BDT_USD_causal,29.760736295810798,29.760736295810798,1,lagged_1,8,16,False,False,very_strong
Sunshine,Sunshine,-29.328470604175358,29.328470604175358,1,lagged_1,5,5,False,False,very_strong
BDT_USD,month_sin,29.117888592476607,29.117888592476607,1,lagged_1,8,46,False,False,very_strong
Rainfall_lag1_x_BDT_USD_causal,Delivery_lag1_x_Sales_causal,28.828898162663926,28.828898162663926,1,lagged_1,36,26,False,False,very_strong
